"Engineering Mathematics I","Chemistry","Communication Techniques","Programming in C","Basic Electrical Engineering","Mechanical Workshop","Engineering
Mathematics II",Physics,"Engineering
Drawing","Object Oriented
Programming in C++","Applied
Mechanics I","Thermal 
Science","Engineering 
Mathematics III","Data Structure 
and Algorithms","Electrical
Engineering ",Network Theory,"Electronics
Devices and ",Logic Circuits,"Engineering 
Mathematics IV",Instrumentation,"Database Management 
Systems","Programming
Technology",Microprocessors,Project I,"Numerical
Methods","Probability and 
Statistics","Operating
Systems","Computer 
Architecture","Computer 
Graphics","Theory of
Computation",Simulation and Modeling,Data Communication,Object Oriented Software,Embedded Systems,Project II,Elective I,"Artificial
Intelligence","Engineering
Economics",Computer Network,"Image Processing and
Pattern Recognition","ICT Project 
Management",Elective II,"Digital Signal 
Analysis
Processing","Social and
Professional 
Issues in IT","Organization and
Management","Information
System",Project III,Elective III
0.8031968032,3.732267732,3.384215784,2.91968032,3.91968032,4,2.78031968,0,1.977122877,2.709390609,0,3.139360639,2.048051948,3.464535465,0.7228771229,2.196803197,0,3.812587413,0.7228771229,3.3,3.91968032,2.967732268,2.78031968,4,3.812587413,0.7228771229,2.78031968,2.967732268,2.78031968,2.860639361,2.91968032,2.348051948,3.592907093,1.977122877,3.91968032,3.78031968,2.860639361,0,2.860639361,0.8031968032,2.7,2.535464535,0,2.7,3.187412587,1.977122877,3.7,3.407092907
0.8061938062,3.731268731,3.381918082,2.919380619,3.919380619,4,2.780619381,0,1.974425574,2.705694306,0,3.138761239,2.049350649,3.462537463,0.7255744256,2.193806194,0,3.811888112,0.7255744256,3.3,3.919380619,2.968731269,2.780619381,4,3.811888112,0.7255744256,2.780619381,2.968731269,2.780619381,2.861238761,2.919380619,2.349350649,3.592507493,1.974425574,3.919380619,3.780619381,2.861238761,0,2.861238761,0.8061938062,2.7,2.537462537,0,2.7,3.188111888,1.974425574,3.7,3.407492507
0.8091908092,3.73026973,3.37962038,2.919080919,3.919080919,4,2.780919081,0,1.971728272,2.701998002,0,3.138161838,2.050649351,3.460539461,0.7282717283,2.190809191,0,3.811188811,0.7282717283,3.3,3.919080919,2.96973027,2.780919081,4,3.811188811,0.7282717283,2.780919081,2.96973027,2.780919081,2.861838162,2.919080919,2.350649351,3.592107892,1.971728272,3.919080919,3.780919081,2.861838162,0,2.861838162,0.8091908092,2.7,2.539460539,0,2.7,3.188811189,1.971728272,3.7,3.407892108
0.8121878122,3.729270729,3.377322677,2.918781219,3.918781219,4,2.781218781,0,1.969030969,2.698301698,0,3.137562438,2.051948052,3.458541459,0.730969031,2.187812188,0,3.81048951,0.730969031,3.3,3.918781219,2.970729271,2.781218781,4,3.81048951,0.730969031,2.781218781,2.970729271,2.781218781,2.862437562,2.918781219,2.351948052,3.591708292,1.969030969,3.918781219,3.781218781,2.862437562,0,2.862437562,0.8121878122,2.7,2.541458541,0,2.7,3.18951049,1.969030969,3.7,3.408291708
0.8151848152,3.728271728,3.375024975,2.918481518,3.918481518,4,2.781518482,0,1.966333666,2.694605395,0,3.136963037,2.053246753,3.456543457,0.7336663337,2.184815185,0,3.80979021,0.7336663337,3.3,3.918481518,2.971728272,2.781518482,4,3.80979021,0.7336663337,2.781518482,2.971728272,2.781518482,2.863036963,2.918481518,2.353246753,3.591308691,1.966333666,3.918481518,3.781518482,2.863036963,0,2.863036963,0.8151848152,2.7,2.543456543,0,2.7,3.19020979,1.966333666,3.7,3.408691309
0.8181818182,3.727272727,3.372727273,2.918181818,3.918181818,4,2.781818182,0,1.963636364,2.690909091,0,3.136363636,2.054545455,3.454545455,0.7363636364,2.181818182,0,3.809090909,0.7363636364,3.3,3.918181818,2.972727273,2.781818182,4,3.809090909,0.7363636364,2.781818182,2.972727273,2.781818182,2.863636364,2.918181818,2.354545455,3.590909091,1.963636364,3.918181818,3.781818182,2.863636364,0,2.863636364,0.8181818182,2.7,2.545454545,0,2.7,3.190909091,1.963636364,3.7,3.409090909
0.8211788212,3.726273726,3.37042957,2.917882118,3.917882118,4,2.782117882,0,1.960939061,2.687212787,0,3.135764236,2.055844156,3.452547453,0.7390609391,2.178821179,0,3.808391608,0.7390609391,3.3,3.917882118,2.973726274,2.782117882,4,3.808391608,0.7390609391,2.782117882,2.973726274,2.782117882,2.864235764,2.917882118,2.355844156,3.590509491,1.960939061,3.917882118,3.782117882,2.864235764,0,2.864235764,0.8211788212,2.7,2.547452547,0,2.7,3.191608392,1.960939061,3.7,3.409490509
0.8241758242,3.725274725,3.368131868,2.917582418,3.917582418,4,2.782417582,0,1.958241758,2.683516484,0,3.135164835,2.057142857,3.450549451,0.7417582418,2.175824176,0,3.807692308,0.7417582418,3.3,3.917582418,2.974725275,2.782417582,4,3.807692308,0.7417582418,2.782417582,2.974725275,2.782417582,2.864835165,2.917582418,2.357142857,3.59010989,1.958241758,3.917582418,3.782417582,2.864835165,0,2.864835165,0.8241758242,2.7,2.549450549,0,2.7,3.192307692,1.958241758,3.7,3.40989011
0.8271728272,3.724275724,3.365834166,2.917282717,3.917282717,4,2.782717283,0,1.955544456,2.67982018,0,3.134565435,2.058441558,3.448551449,0.7444555445,2.172827173,0,3.806993007,0.7444555445,3.3,3.917282717,2.975724276,2.782717283,4,3.806993007,0.7444555445,2.782717283,2.975724276,2.782717283,2.865434565,2.917282717,2.358441558,3.58971029,1.955544456,3.917282717,3.782717283,2.865434565,0,2.865434565,0.8271728272,2.7,2.551448551,0,2.7,3.193006993,1.955544456,3.7,3.41028971
0.8301698302,3.723276723,3.363536464,2.916983017,3.916983017,4,2.783016983,0,1.952847153,2.676123876,0,3.133966034,2.05974026,3.446553447,0.7471528472,2.16983017,0,3.806293706,0.7471528472,3.3,3.916983017,2.976723277,2.783016983,4,3.806293706,0.7471528472,2.783016983,2.976723277,2.783016983,2.866033966,2.916983017,2.35974026,3.589310689,1.952847153,3.916983017,3.783016983,2.866033966,0,2.866033966,0.8301698302,2.7,2.553446553,0,2.7,3.193706294,1.952847153,3.7,3.410689311
0.8331668332,3.722277722,3.361238761,2.916683317,3.916683317,4,2.783316683,0,1.95014985,2.672427572,0,3.133366633,2.061038961,3.444555445,0.7498501499,2.166833167,0,3.805594406,0.7498501499,3.3,3.916683317,2.977722278,2.783316683,4,3.805594406,0.7498501499,2.783316683,2.977722278,2.783316683,2.866633367,2.916683317,2.361038961,3.588911089,1.95014985,3.916683317,3.783316683,2.866633367,0,2.866633367,0.8331668332,2.7,2.555444555,0,2.7,3.194405594,1.95014985,3.7,3.411088911
0.8361638362,3.721278721,3.358941059,2.916383616,3.916383616,4,2.783616384,0,1.947452547,2.668731269,0,3.132767233,2.062337662,3.442557443,0.7525474525,2.163836164,0,3.804895105,0.7525474525,3.3,3.916383616,2.978721279,2.783616384,4,3.804895105,0.7525474525,2.783616384,2.978721279,2.783616384,2.867232767,2.916383616,2.362337662,3.588511489,1.947452547,3.916383616,3.783616384,2.867232767,0,2.867232767,0.8361638362,2.7,2.557442557,0,2.7,3.195104895,1.947452547,3.7,3.411488511
0.8391608392,3.72027972,3.356643357,2.916083916,3.916083916,4,2.783916084,0,1.944755245,2.665034965,0,3.132167832,2.063636364,3.440559441,0.7552447552,2.160839161,0,3.804195804,0.7552447552,3.3,3.916083916,2.97972028,2.783916084,4,3.804195804,0.7552447552,2.783916084,2.97972028,2.783916084,2.867832168,2.916083916,2.363636364,3.588111888,1.944755245,3.916083916,3.783916084,2.867832168,0,2.867832168,0.8391608392,2.7,2.559440559,0,2.7,3.195804196,1.944755245,3.7,3.411888112
0.8421578422,3.719280719,3.354345654,2.915784216,3.915784216,4,2.784215784,0,1.942057942,2.661338661,0,3.131568432,2.064935065,3.438561439,0.7579420579,2.157842158,0,3.803496503,0.7579420579,3.3,3.915784216,2.980719281,2.784215784,4,3.803496503,0.7579420579,2.784215784,2.980719281,2.784215784,2.868431568,2.915784216,2.364935065,3.587712288,1.942057942,3.915784216,3.784215784,2.868431568,0,2.868431568,0.8421578422,2.7,2.561438561,0,2.7,3.196503497,1.942057942,3.7,3.412287712
0.8451548452,3.718281718,3.352047952,2.915484515,3.915484515,4,2.784515485,0,1.939360639,2.657642358,0,3.130969031,2.066233766,3.436563437,0.7606393606,2.154845155,0,3.802797203,0.7606393606,3.3,3.915484515,2.981718282,2.784515485,4,3.802797203,0.7606393606,2.784515485,2.981718282,2.784515485,2.869030969,2.915484515,2.366233766,3.587312687,1.939360639,3.915484515,3.784515485,2.869030969,0,2.869030969,0.8451548452,2.7,2.563436563,0,2.7,3.197202797,1.939360639,3.7,3.412687313
0.8481518482,3.717282717,3.34975025,2.915184815,3.915184815,4,2.784815185,0,1.936663337,2.653946054,0,3.13036963,2.067532468,3.434565435,0.7633366633,2.151848152,0,3.802097902,0.7633366633,3.3,3.915184815,2.982717283,2.784815185,4,3.802097902,0.7633366633,2.784815185,2.982717283,2.784815185,2.86963037,2.915184815,2.367532468,3.586913087,1.936663337,3.915184815,3.784815185,2.86963037,0,2.86963037,0.8481518482,2.7,2.565434565,0,2.7,3.197902098,1.936663337,3.7,3.413086913
0.8511488511,3.716283716,3.347452547,2.914885115,3.914885115,4,2.785114885,0,1.933966034,2.65024975,0,3.12977023,2.068831169,3.432567433,0.766033966,2.148851149,0,3.801398601,0.766033966,3.3,3.914885115,2.983716284,2.785114885,4,3.801398601,0.766033966,2.785114885,2.983716284,2.785114885,2.87022977,2.914885115,2.368831169,3.586513487,1.933966034,3.914885115,3.785114885,2.87022977,0,2.87022977,0.8511488511,2.7,2.567432567,0,2.7,3.198601399,1.933966034,3.7,3.413486513
0.8541458541,3.715284715,3.345154845,2.914585415,3.914585415,4,2.785414585,0,1.931268731,2.646553447,0,3.129170829,2.07012987,3.430569431,0.7687312687,2.145854146,0,3.800699301,0.7687312687,3.3,3.914585415,2.984715285,2.785414585,4,3.800699301,0.7687312687,2.785414585,2.984715285,2.785414585,2.870829171,2.914585415,2.37012987,3.586113886,1.931268731,3.914585415,3.785414585,2.870829171,0,2.870829171,0.8541458541,2.7,2.569430569,0,2.7,3.199300699,1.931268731,3.7,3.413886114
0.8571428571,3.714285714,3.342857143,2.914285714,3.914285714,4,2.785714286,0,1.928571429,2.642857143,0,3.128571429,2.071428571,3.428571429,0.7714285714,2.142857143,0,3.8,0.7714285714,3.3,3.914285714,2.985714286,2.785714286,4,3.8,0.7714285714,2.785714286,2.985714286,2.785714286,2.871428571,2.914285714,2.371428571,3.585714286,1.928571429,3.914285714,3.785714286,2.871428571,0,2.871428571,0.8571428571,2.7,2.571428571,0,2.7,3.2,1.928571429,3.7,3.414285714
0.8601398601,3.713286713,3.340559441,2.913986014,3.913986014,4,2.786013986,0,1.925874126,2.639160839,0,3.127972028,2.072727273,3.426573427,0.7741258741,2.13986014,0,3.799300699,0.7741258741,3.3,3.913986014,2.986713287,2.786013986,4,3.799300699,0.7741258741,2.786013986,2.986713287,2.786013986,2.872027972,2.913986014,2.372727273,3.585314685,1.925874126,3.913986014,3.786013986,2.872027972,0,2.872027972,0.8601398601,2.7,2.573426573,0,2.7,3.200699301,1.925874126,3.7,3.414685315
0.8631368631,3.712287712,3.338261738,2.913686314,3.913686314,4,2.786313686,0,1.923176823,2.635464535,0,3.127372627,2.074025974,3.424575425,0.7768231768,2.136863137,0,3.798601399,0.7768231768,3.3,3.913686314,2.987712288,2.786313686,4,3.798601399,0.7768231768,2.786313686,2.987712288,2.786313686,2.872627373,2.913686314,2.374025974,3.584915085,1.923176823,3.913686314,3.786313686,2.872627373,0,2.872627373,0.8631368631,2.7,2.575424575,0,2.7,3.201398601,1.923176823,3.7,3.415084915
0.8661338661,3.711288711,3.335964036,2.913386613,3.913386613,4,2.786613387,0,1.92047952,2.631768232,0,3.126773227,2.075324675,3.422577423,0.7795204795,2.133866134,0,3.797902098,0.7795204795,3.3,3.913386613,2.988711289,2.786613387,4,3.797902098,0.7795204795,2.786613387,2.988711289,2.786613387,2.873226773,2.913386613,2.375324675,3.584515485,1.92047952,3.913386613,3.786613387,2.873226773,0,2.873226773,0.8661338661,2.7,2.577422577,0,2.7,3.202097902,1.92047952,3.7,3.415484515
0.8691308691,3.71028971,3.333666334,2.913086913,3.913086913,4,2.786913087,0,1.917782218,2.628071928,0,3.126173826,2.076623377,3.420579421,0.7822177822,2.130869131,0,3.797202797,0.7822177822,3.3,3.913086913,2.98971029,2.786913087,4,3.797202797,0.7822177822,2.786913087,2.98971029,2.786913087,2.873826174,2.913086913,2.376623377,3.584115884,1.917782218,3.913086913,3.786913087,2.873826174,0,2.873826174,0.8691308691,2.7,2.579420579,0,2.7,3.202797203,1.917782218,3.7,3.415884116
0.8721278721,3.709290709,3.331368631,2.912787213,3.912787213,4,2.787212787,0,1.915084915,2.624375624,0,3.125574426,2.077922078,3.418581419,0.7849150849,2.127872128,0,3.796503497,0.7849150849,3.3,3.912787213,2.990709291,2.787212787,4,3.796503497,0.7849150849,2.787212787,2.990709291,2.787212787,2.874425574,2.912787213,2.377922078,3.583716284,1.915084915,3.912787213,3.787212787,2.874425574,0,2.874425574,0.8721278721,2.7,2.581418581,0,2.7,3.203496503,1.915084915,3.7,3.416283716
0.8751248751,3.708291708,3.329070929,2.912487512,3.912487512,4,2.787512488,0,1.912387612,2.620679321,0,3.124975025,2.079220779,3.416583417,0.7876123876,2.124875125,0,3.795804196,0.7876123876,3.3,3.912487512,2.991708292,2.787512488,4,3.795804196,0.7876123876,2.787512488,2.991708292,2.787512488,2.875024975,2.912487512,2.379220779,3.583316683,1.912387612,3.912487512,3.787512488,2.875024975,0,2.875024975,0.8751248751,2.7,2.583416583,0,2.7,3.204195804,1.912387612,3.7,3.416683317
0.8781218781,3.707292707,3.326773227,2.912187812,3.912187812,4,2.787812188,0,1.90969031,2.616983017,0,3.124375624,2.080519481,3.414585415,0.7903096903,2.121878122,0,3.795104895,0.7903096903,3.3,3.912187812,2.992707293,2.787812188,4,3.795104895,0.7903096903,2.787812188,2.992707293,2.787812188,2.875624376,2.912187812,2.380519481,3.582917083,1.90969031,3.912187812,3.787812188,2.875624376,0,2.875624376,0.8781218781,2.7,2.585414585,0,2.7,3.204895105,1.90969031,3.7,3.417082917
0.8811188811,3.706293706,3.324475524,2.911888112,3.911888112,4,2.788111888,0,1.906993007,2.613286713,0,3.123776224,2.081818182,3.412587413,0.793006993,2.118881119,0,3.794405594,0.793006993,3.3,3.911888112,2.993706294,2.788111888,4,3.794405594,0.793006993,2.788111888,2.993706294,2.788111888,2.876223776,2.911888112,2.381818182,3.582517483,1.906993007,3.911888112,3.788111888,2.876223776,0,2.876223776,0.8811188811,2.7,2.587412587,0,2.7,3.205594406,1.906993007,3.7,3.417482517
0.8841158841,3.705294705,3.322177822,2.911588412,3.911588412,4,2.788411588,0,1.904295704,2.60959041,0,3.123176823,2.083116883,3.410589411,0.7957042957,2.115884116,0,3.793706294,0.7957042957,3.3,3.911588412,2.994705295,2.788411588,4,3.793706294,0.7957042957,2.788411588,2.994705295,2.788411588,2.876823177,2.911588412,2.383116883,3.582117882,1.904295704,3.911588412,3.788411588,2.876823177,0,2.876823177,0.8841158841,2.7,2.589410589,0,2.7,3.206293706,1.904295704,3.7,3.417882118
0.8871128871,3.704295704,3.31988012,2.911288711,3.911288711,4,2.788711289,0,1.901598402,2.605894106,0,3.122577423,2.084415584,3.408591409,0.7984015984,2.112887113,0,3.793006993,0.7984015984,3.3,3.911288711,2.995704296,2.788711289,4,3.793006993,0.7984015984,2.788711289,2.995704296,2.788711289,2.877422577,2.911288711,2.384415584,3.581718282,1.901598402,3.911288711,3.788711289,2.877422577,0,2.877422577,0.8871128871,2.7,2.591408591,0,2.7,3.206993007,1.901598402,3.7,3.418281718
0.8901098901,3.703296703,3.317582418,2.910989011,3.910989011,4,2.789010989,0,1.898901099,2.602197802,0,3.121978022,2.085714286,3.406593407,0.8010989011,2.10989011,0,3.792307692,0.8010989011,3.3,3.910989011,2.996703297,2.789010989,4,3.792307692,0.8010989011,2.789010989,2.996703297,2.789010989,2.878021978,2.910989011,2.385714286,3.581318681,1.898901099,3.910989011,3.789010989,2.878021978,0,2.878021978,0.8901098901,2.7,2.593406593,0,2.7,3.207692308,1.898901099,3.7,3.418681319
0.8931068931,3.702297702,3.315284715,2.910689311,3.910689311,4,2.789310689,0,1.896203796,2.598501499,0,3.121378621,2.087012987,3.404595405,0.8037962038,2.106893107,0,3.791608392,0.8037962038,3.3,3.910689311,2.997702298,2.789310689,4,3.791608392,0.8037962038,2.789310689,2.997702298,2.789310689,2.878621379,2.910689311,2.387012987,3.580919081,1.896203796,3.910689311,3.789310689,2.878621379,0,2.878621379,0.8931068931,2.7,2.595404595,0,2.7,3.208391608,1.896203796,3.7,3.419080919
0.8961038961,3.701298701,3.312987013,2.91038961,3.91038961,4,2.78961039,0,1.893506494,2.594805195,0,3.120779221,2.088311688,3.402597403,0.8064935065,2.103896104,0,3.790909091,0.8064935065,3.3,3.91038961,2.998701299,2.78961039,4,3.790909091,0.8064935065,2.78961039,2.998701299,2.78961039,2.879220779,2.91038961,2.388311688,3.580519481,1.893506494,3.91038961,3.78961039,2.879220779,0,2.879220779,0.8961038961,2.7,2.597402597,0,2.7,3.209090909,1.893506494,3.7,3.419480519
0.8991008991,3.7002997,3.310689311,2.91008991,3.91008991,4,2.78991009,0,1.890809191,2.591108891,0,3.12017982,2.08961039,3.400599401,0.8091908092,2.100899101,0,3.79020979,0.8091908092,3.3,3.91008991,2.9997003,2.78991009,4,3.79020979,0.8091908092,2.78991009,2.9997003,2.78991009,2.87982018,2.91008991,2.38961039,3.58011988,1.890809191,3.91008991,3.78991009,2.87982018,0,2.87982018,0.8991008991,2.7,2.599400599,0,2.7,3.20979021,1.890809191,3.7,3.41988012
0.9020979021,3.699300699,3.308391608,2.90979021,3.90979021,4,2.79020979,0,1.888111888,2.587412587,0,3.11958042,2.090909091,3.398601399,0.8118881119,2.097902098,0,3.78951049,0.8118881119,3.3,3.90979021,3.000699301,2.79020979,4,3.78951049,0.8118881119,2.79020979,3.000699301,2.79020979,2.88041958,2.90979021,2.390909091,3.57972028,1.888111888,3.90979021,3.79020979,2.88041958,0,2.88041958,0.9020979021,2.7,2.601398601,0,2.7,3.21048951,1.888111888,3.7,3.42027972
0.9050949051,3.698301698,3.306093906,2.909490509,3.909490509,4,2.790509491,0,1.885414585,2.583716284,0,3.118981019,2.092207792,3.396603397,0.8145854146,2.094905095,0,3.788811189,0.8145854146,3.3,3.909490509,3.001698302,2.790509491,4,3.788811189,0.8145854146,2.790509491,3.001698302,2.790509491,2.881018981,2.909490509,2.392207792,3.579320679,1.885414585,3.909490509,3.790509491,2.881018981,0,2.881018981,0.9050949051,2.7,2.603396603,0,2.7,3.211188811,1.885414585,3.7,3.420679321
0.9080919081,3.697302697,3.303796204,2.909190809,3.909190809,4,2.790809191,0,1.882717283,2.58001998,0,3.118381618,2.093506494,3.394605395,0.8172827173,2.091908092,0,3.788111888,0.8172827173,3.3,3.909190809,3.002697303,2.790809191,4,3.788111888,0.8172827173,2.790809191,3.002697303,2.790809191,2.881618382,2.909190809,2.393506494,3.578921079,1.882717283,3.909190809,3.790809191,2.881618382,0,2.881618382,0.9080919081,2.7,2.605394605,0,2.7,3.211888112,1.882717283,3.7,3.421078921
0.9110889111,3.696303696,3.301498501,2.908891109,3.908891109,4,2.791108891,0,1.88001998,2.576323676,0,3.117782218,2.094805195,3.392607393,0.81998002,2.088911089,0,3.787412587,0.81998002,3.3,3.908891109,3.003696304,2.791108891,4,3.787412587,0.81998002,2.791108891,3.003696304,2.791108891,2.882217782,2.908891109,2.394805195,3.578521479,1.88001998,3.908891109,3.791108891,2.882217782,0,2.882217782,0.9110889111,2.7,2.607392607,0,2.7,3.212587413,1.88001998,3.7,3.421478521
0.9140859141,3.695304695,3.299200799,2.908591409,3.908591409,4,2.791408591,0,1.877322677,2.572627373,0,3.117182817,2.096103896,3.390609391,0.8226773227,2.085914086,0,3.786713287,0.8226773227,3.3,3.908591409,3.004695305,2.791408591,4,3.786713287,0.8226773227,2.791408591,3.004695305,2.791408591,2.882817183,2.908591409,2.396103896,3.578121878,1.877322677,3.908591409,3.791408591,2.882817183,0,2.882817183,0.9140859141,2.7,2.609390609,0,2.7,3.213286713,1.877322677,3.7,3.421878122
0.9170829171,3.694305694,3.296903097,2.908291708,3.908291708,4,2.791708292,0,1.874625375,2.568931069,0,3.116583417,2.097402597,3.388611389,0.8253746254,2.082917083,0,3.786013986,0.8253746254,3.3,3.908291708,3.005694306,2.791708292,4,3.786013986,0.8253746254,2.791708292,3.005694306,2.791708292,2.883416583,2.908291708,2.397402597,3.577722278,1.874625375,3.908291708,3.791708292,2.883416583,0,2.883416583,0.9170829171,2.7,2.611388611,0,2.7,3.213986014,1.874625375,3.7,3.422277722
0.9200799201,3.693306693,3.294605395,2.907992008,3.907992008,4,2.792007992,0,1.871928072,2.565234765,0,3.115984016,2.098701299,3.386613387,0.8280719281,2.07992008,0,3.785314685,0.8280719281,3.3,3.907992008,3.006693307,2.792007992,4,3.785314685,0.8280719281,2.792007992,3.006693307,2.792007992,2.884015984,2.907992008,2.398701299,3.577322677,1.871928072,3.907992008,3.792007992,2.884015984,0,2.884015984,0.9200799201,2.7,2.613386613,0,2.7,3.214685315,1.871928072,3.7,3.422677323
0.9230769231,3.692307692,3.292307692,2.907692308,3.907692308,4,2.792307692,0,1.869230769,2.561538462,0,3.115384615,2.1,3.384615385,0.8307692308,2.076923077,0,3.784615385,0.8307692308,3.3,3.907692308,3.007692308,2.792307692,4,3.784615385,0.8307692308,2.792307692,3.007692308,2.792307692,2.884615385,2.907692308,2.4,3.576923077,1.869230769,3.907692308,3.792307692,2.884615385,0,2.884615385,0.9230769231,2.7,2.615384615,0,2.7,3.215384615,1.869230769,3.7,3.423076923
0.9260739261,3.691308691,3.29000999,2.907392607,3.907392607,4,2.792607393,0,1.866533467,2.557842158,0,3.114785215,2.101298701,3.382617383,0.8334665335,2.073926074,0,3.783916084,0.8334665335,3.3,3.907392607,3.008691309,2.792607393,4,3.783916084,0.8334665335,2.792607393,3.008691309,2.792607393,2.885214785,2.907392607,2.401298701,3.576523477,1.866533467,3.907392607,3.792607393,2.885214785,0,2.885214785,0.9260739261,2.7,2.617382617,0,2.7,3.216083916,1.866533467,3.7,3.423476523
0.9290709291,3.69030969,3.287712288,2.907092907,3.907092907,4,2.792907093,0,1.863836164,2.554145854,0,3.114185814,2.102597403,3.380619381,0.8361638362,2.070929071,0,3.783216783,0.8361638362,3.3,3.907092907,3.00969031,2.792907093,4,3.783216783,0.8361638362,2.792907093,3.00969031,2.792907093,2.885814186,2.907092907,2.402597403,3.576123876,1.863836164,3.907092907,3.792907093,2.885814186,0,2.885814186,0.9290709291,2.7,2.619380619,0,2.7,3.216783217,1.863836164,3.7,3.423876124
